1712956179818468988, 501, 220, 24.39200782775879, 936, 936,935,935,935,935,935,935,935,936,2047,936,936,936,936,936,936,936,936,936,2047,936,935,936,936,936,936,936,936,936,936,935,935,936,935,935,936,936,936,936,936,935,935,935,935,935,935,936,936,936,936,935,935,936,935,935,936,936,936,936,936,935,935,936,936,936,937,937,937,937,937,935,936,936,936,937,937,937,937,937,937,936,937,937,937,937,937,937,937,937,937,936,937,937,937,937,792,792,791,791,791, 0.3519726, 0.038891999999999996, -1.733848534557794, 
1712956179861378091, 501, 218, 24.09281349182129, 936, 936,936,936,936,936,935,935,935,2047,2047,936,936,936,936,936,936,935,936,935,2047,936,936,936,936,936,936,936,936,936,937,936,936,936,936,936,936,936,937,936,936,936,936,936,936,937,937,937,937,936,937,935,936,936,936,936,936,936,937,936,936,935,935,936,936,936,936,936,937,936,936,935,935,936,936,936,936,937,937,937,936,935,935,936,936,937,937,937,938,937,937,934,935,935,935,937,936,937,938,937,936, 0.3519726, 0.0427812, -1.7452993933644383, 
1712956179904403369, 501, 219, 23.8405704498291, 936, 936,936,936,936,935,935,935,935,936,2047,936,936,936,936,936,936,935,936,936,937,936,936,936,936,936,936,936,936,936,937,936,936,936,936,936,936,936,936,936,937,935,935,936,935,936,936,936,936,936,937,935,935,935,935,935,936,936,936,936,937,935,935,935,935,936,936,936,936,937,937,935,935,935,935,936,936,936,936,937,937,935,935,935,936,937,936,937,936,937,937,934,935,935,936,936,936,937,936,938,937, 0.3519726, 0.040836599999999994, -1.7335948467671072, 
1712956179941387668, 502, 219, 24.186872482299805, 936, 936,936,936,936,936,936,936,936,2047,2047,936,936,936,936,936,936,936,936,937,937,936,936,936,936,936,936,936,936,937,936,936,936,936,936,936,936,936,936,936,936,935,936,936,936,936,936,936,936,936,936,935,935,935,936,936,936,936,936,936,936,935,935,935,936,936,936,936,936,936,936,935,936,936,937,937,937,937,936,936,935,935,936,936,937,937,937,937,936,936,935,935,936,937,937,937,937,937,936,935,934, 0.3539172, 0.040836599999999994, -1.7410478586796787, 
1712956179975563328, 502, 218, 23.81070327758789, 935, 936,936,935,936,936,935,935,935,2047,2047,936,936,936,936,936,935,936,935,2047,2047,936,936,936,936,936,935,936,936,936,2047,936,936,936,936,936,935,935,935,935,935,935,936,936,936,936,936,936,936,936,935,935,936,936,936,936,935,936,936,936,935,935,935,935,935,935,935,935,936,936,935,935,935,935,935,935,935,936,936,936,935,935,935,935,935,935,936,936,937,936,936,935,935,935,935,935,936,937,937,936,936, 0.353535, 0.042735, -1.8051689414853895, 
1712956180009484418, 502, 218, 23.801408767700195, 936, 936,936,936,936,935,935,935,936,2047,2047,936,936,936,936,935,935,936,936,937,2047,936,936,936,936,936,935,936,936,937,937,936,936,936,936,936,936,936,936,937,936,936,936,936,936,936,936,937,937,937,936,935,935,935,936,936,936,937,937,937,936,935,935,935,936,936,936,937,937,936,936,935,935,935,936,936,936,937,936,936,936,935,935,935,936,936,937,937,937,936,936,935,935,935,936,936,937,938,938,937,936, 0.3539172, 0.0427812, -1.7821363818359583, 
1712956180045989074, 502, 219, 23.85491180419922, 936, 936,936,936,936,935,935,936,936,937,2047,936,936,936,936,936,936,936,936,937,937,936,936,936,936,936,936,936,936,937,937,936,936,936,936,936,937,937,936,937,936,935,936,936,936,936,936,937,936,937,936,935,935,935,936,936,936,936,936,936,936,935,935,935,935,936,936,936,936,936,936,935,935,935,936,936,937,937,937,936,935,935,935,935,936,936,938,937,937,937,935,934,935,935,936,936,935,935,936,936,935, 0.3539172, 0.040836599999999994, -1.7206222410815517, 
1712956180080926814, 502, 219, 24.028621673583984, 936, 936,936,936,935,935,935,935,936,936,2047,936,936,936,936,935,935,936,936,936,937,936,936,936,936,935,935,936,936,936,936,935,936,936,936,936,936,936,936,936,936,935,936,936,936,936,936,936,936,937,936,935,935,935,936,936,936,936,936,936,936,935,935,935,936,936,936,936,936,936,936,935,935,935,936,936,936,937,937,936,936,934,935,935,936,936,936,937,937,937,936,934,934,935,935,935,935,935,936,936,936, 0.3539172, 0.040836599999999994, -1.769525664124637, 
1712956180121690534, 503, 219, 23.970911026000977, 937, 936,936,936,935,936,936,936,936,2047,2047,936,936,936,936,936,936,936,936,2047,2047,936,936,936,936,936,937,936,936,936,936,936,936,937,937,937,937,937,937,936,936,936,936,936,936,937,937,937,936,936,936,936,935,936,936,937,937,937,936,936,936,935,935,936,936,937,937,937,937,936,936,935,935,936,937,937,937,937,937,936,936,935,935,936,936,938,938,938,937,936,936,935,934,934,934,935,935,937,937,937,935, 0.35624609999999995, 0.0408807, -1.7298857880208969, 
1712956180154200838, 503, 218, 24.13477897644043, 936, 936,935,935,935,935,935,935,935,935,2047,936,936,935,935,935,935,935,935,935,2047,936,936,936,935,936,936,936,935,936,936,936,936,936,936,936,936,936,935,935,935,936,936,936,936,936,936,936,936,936,935,936,936,936,936,936,936,936,936,935,935,936,936,936,936,936,936,936,936,935,935,936,936,936,936,936,936,936,936,935,935,936,936,936,936,937,937,937,936,935,935,936,936,937,936,937,937,937,936,936,935, 0.35586179999999995, 0.0427812, -1.7966004913646298, 
1712956180185607901, 502, 219, 23.771020889282227, 937, 936,936,936,936,935,935,936,936,936,2047,935,935,936,936,935,936,936,936,937,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,936,937,937,937,937,936,935,936,936,936,936,937,937,937,937,936,935,935,935,936,936,937,937,937,937,936,935,935,935,936,936,937,937,937,937,936,935,935,936,936,936,937,938,938,937,936,935,935,936,936,936,938,938,937,937,935,935,935,936,934,934,938,938,937,936,935, 0.3542994, 0.0408807, -1.7563329336798101, 
