1712956540966670904, 317, 268, 13.238302230834961, 592, 589,589,590,590,590,590,590,591,591,591,590,589,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,591,590,590,590,591,591,590,591,591,591,592,591,591,591,591,591,590,591,591,591,592,592,592,592,592,592,592,593,591,593,592,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036666, -0.0342216, -0.658815240771264, 
1712956540998019530, 317, 267, 12.75783634185791, 591, 590,590,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,590,590,591,590,590,590,590,591,591,591,591,590,591,590,590,590,590,591,591,591,591,591,591,591,591,591,590,591,591,591,592,592,592,592,591,591,590,591,591,591,593,593,593,592,591,2047,2047,2047,2047,591,594,594,2047,2047,2047,2047,2047,2047,2047,2047,594,594,2047,2047,2047,2047,2047,2047,2047,2047,595,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036603, -0.0329427, -0.6592645109408743, 
1712956541030416660, 318, 267, 12.855060577392578, 590, 589,589,589,590,590,590,590,590,590,590,589,590,590,590,590,590,591,591,590,590,589,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,590,591,590,590,591,591,591,591,590,591,591,591,590,591,592,592,592,591,590,591,590,591,590,592,593,593,592,2047,2047,2047,590,591,590,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.002436, -0.032886, -0.658476428959526, 
1712956541064792538, 317, 268, 13.238302230834961, 592, 589,589,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,591,590,591,591,591,591,591,591,591,591,591,591,591,591,591,591,590,591,591,591,592,592,592,592,592,592,591,591,591,591,593,592,593,592,592,592,2047,2047,2047,2047,593,593,593,593,593,2047,2047,2047,2047,2047,594,593,594,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036666, -0.0342216, -0.6590849043129198, 
1712956541098850511, 317, 268, 13.238302230834961, 591, 590,590,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,591,590,591,590,590,590,590,591,591,591,591,591,591,591,591,590,590,591,591,591,592,591,591,591,591,591,590,591,591,591,593,593,593,592,591,591,590,590,590,591,593,593,593,592,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036603, -0.0341628, -0.6590281644080194, 
1712956541133403968, 317, 268, 13.153046607971191, 593, 589,589,590,590,590,590,590,591,590,590,590,590,590,590,590,590,590,591,591,591,591,590,591,590,591,590,590,591,591,591,591,591,591,591,591,591,591,591,591,591,592,592,592,592,592,592,591,592,591,591,593,592,593,593,593,593,593,594,594,594,593,593,593,594,594,594,2047,2047,2047,2047,594,594,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036728999999999998, -0.0342804, -0.6591108699366387, 
1712956541163924420, 317, 268, 13.238302230834961, 591, 590,589,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,591,590,591,590,591,591,590,591,591,591,591,590,591,590,591,591,590,591,591,591,592,591,592,592,591,591,590,591,591,591,2047,2047,2047,2047,2047,591,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0036603, -0.0341628, -0.6586674810767047, 
1712956541198466742, 318, 267, 12.855060577392578, 590, 589,590,590,590,590,590,591,591,590,590,590,590,590,590,590,590,591,591,590,590,590,590,590,590,590,590,591,591,591,590,590,591,590,590,590,590,591,591,591,590,591,591,591,591,591,590,591,591,591,591,592,592,592,592,591,590,591,591,591,591,592,592,592,592,592,591,591,591,591,591,593,592,593,2047,2047,2047,2047,2047,2047,2047,593,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.002436, -0.032886, -0.6589561594118792, 
1712956541233326670, 317, 268, 13.238302230834961, 593, 589,589,590,590,590,590,590,591,591,591,590,589,590,590,590,590,590,591,591,591,590,590,590,590,591,591,591,591,591,591,590,590,590,591,592,592,591,592,592,592,591,591,591,592,592,592,591,592,592,592,593,593,593,593,593,593,592,593,593,593,594,594,594,594,593,2047,2047,2047,2047,2047,594,594,595,595,2047,2047,2047,2047,2047,2047,595,595,596,595,2047,2047,2047,2047,2047,2047,596,596,596,2047,2047,2047,2047,2047,2047,2047, -0.0036728999999999998, -0.0342804, -0.6594441878089768, 
1712956541265090020, 317, 268, 13.238302230834961, 2047, 590,590,590,590,590,590,590,591,591,591,590,590,590,590,590,590,590,591,591,591,591,590,590,590,590,590,590,591,591,591,591,590,591,591,590,590,590,591,591,591,592,591,592,591,591,591,590,591,591,591,592,592,593,591,592,2047,590,591,591,591,594,594,593,593,2047,2047,2047,2047,2047,2047,594,594,593,593,2047,2047,2047,2047,2047,2047,595,594,593,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047, -0.0128331, -0.1197756, -0.6594420865982278, 
