1712807137806563048, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807137840531993, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807137875163834, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807137913155789, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807137940486784, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807137975236780, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138006453911, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138042354308, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138074248778, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138106233585, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138140358060, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138174350688, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138206301281, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138240591989, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138274486149, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138306451302, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138340700103, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138374500320, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138406575016, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138440422161, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138474510207, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1712807138506501715, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
